classroom,ac2,pb2,female,black,frl,sped,age,ac1,db1,cp1,pb1,er1,r.ac2,r.pb2
70,2,0.447352404,0,1,0,0,-1.736452284,-2.219354839,0.568472307,1.99078341,0.11795496,0.311381619,0.225409225,0.749266274
21,2.6,-1.552647596,0,1,1,0,0.215635328,-0.219354839,0.235138973,1.705069124,1.31795496,0.311381619,-0.830692417,-2.426917346
71,4,0.647352404,1,1,0,0,-1.331250367,1.580645161,-0.542638804,-1.723502304,0.51795496,-0.288618381,-1.045999568,-0.029081005
1,3,0.647352404,1,1,1,0,1.688599051,-0.819354839,-0.764861027,-0.580645161,0.31795496,-0.688618381,0.185623078,0.845545205
63,1.8,-2.352647596,0,1,1,0,0.286819448,-1.219354839,2.124027862,-1.00921659,-2.28204504,3.111381619,-0.523026475,-0.217872732
14,4.6,1.247352404,0,1,1,0,-0.238847903,1.180645161,-0.542638804,-1.294930876,0.51795496,-0.688618381,0.003777756,0.182019194
82,2.2,-1.752647596,1,1,0,0,-1.610511147,-0.419354839,1.346250085,0.133640553,-1.68204504,0.711381619,-0.362238636,0.052421883
96,1.4,-0.752647596,0,1,0,0,-1.104008752,-1.819354839,0.679583418,1.562211982,-0.28204504,0.911381619,-0.906053573,0.157735446
80,5,1.047352404,1,1,1,0,1.472308839,1.780645161,-0.431527693,-1.437788018,1.51795496,-1.288618381,0.424035096,-0.064528863
26,1.2,-1.752647596,0,1,1,1,-0.301818471,-2.619354839,1.124027862,1.705069124,-1.08204504,1.111381619,0.005246111,-0.346158712
88,5,1.247352404,1,1,1,0,1.034252713,1.580645161,0.124027862,-1.152073733,0.51795496,-0.488618381,-0.564494005,0.447135565
39,4.8,0.447352404,1,0,0,0,-0.085528259,0.980645161,-0.320416582,1.705069124,0.31795496,-0.088618381,0.237719735,-0.544732565
14,4,1.047352404,1,0,1,0,0.065053534,0.780645161,-0.764861027,-1.580645161,0.91795496,-0.288618381,-0.667386,-0.438082441
12,5,-0.352647596,0,1,0,0,-1.298396158,0.980645161,0.235138973,-0.437788018,-0.08204504,-0.888618381,0.538902004,-0.7426203
78,4.2,0.647352404,1,1,1,0,0.872719517,0.780645161,-0.542638804,-1.152073733,0.71795496,-1.088618381,-0.623729154,-0.17164736
11,3.2,0.647352404,0,0,0,0,1.143766744,-0.819354839,-0.764861027,0.562211982,-0.28204504,-0.488618381,0.321736908,0.968011703
70,3.8,1.247352404,1,1,0,0,-1.30660971,0.580645161,-0.653749915,-1.866359447,1.51795496,-1.288618381,-0.392263901,0.157110315
106,5,0.847352404,0,0,0,0,1.332678449,0.980645161,-0.542638804,-1.437788018,0.91795496,-1.088618381,0.576330206,-0.037475742
105,5,0.847352404,1,1,1,0,1.737880365,0.780645161,-0.09819436,-1.294930876,-0.48204504,-0.688618381,0.534342642,0.845833998
35,1.8,-1.352647596,0,0,0,0,-0.233372201,-2.219354839,1.90180564,-1.152073733,-1.88204504,2.511381619,0.225647955,-0.228644011
33,2,-0.352647596,1,1,0,1,3.136922117,-1.819354839,-0.542638804,-1.723502304,1.31795496,-1.288618381,-0.023814947,-0.924117608
71,4.2,0.647352404,1,1,0,0,-1.643365357,0.780645161,-0.09819436,-0.580645161,0.51795496,-0.088618381,-0.243961806,0.053799812
59,2.8,-1.352647596,1,1,1,0,1.680385499,-0.619354839,1.124027862,0.847926267,-1.08204504,1.311381619,-0.064377317,-0.420318432
3,2.2,0.447352404,0,1,1,0,0.15540261,-1.619354839,-0.431527693,1.133640553,0.91795496,-0.688618381,0.161592539,0.306134023
63,2.4,-0.752647596,1,1,1,0,-0.205993694,-2.219354839,-0.431527693,-1.437788018,-1.28204504,-0.288618381,0.514588519,0.273416296
5,2.8,-0.952647596,0,1,1,0,1.833705143,0.180645161,0.346250085,-0.723502304,0.51795496,0.511381619,-0.139440531,-0.282305081
65,3.6,-2.352647596,1,1,0,0,-0.416808204,-0.219354839,1.90180564,0.276497696,-2.28204504,0.711381619,0.535057255,-0.53924073
38,4.8,1.247352404,0,1,1,0,1.784423829,1.580645161,-0.653749915,1.99078341,0.51795496,-0.088618381,0.565369994,0.209971997
91,2.2,0.247352404,1,1,1,0,1.617414931,-0.219354839,-0.209305471,-1.294930876,1.31795496,0.511381619,-0.982284246,-0.899606845
47,5,1.247352404,1,0,0,0,-1.802160703,1.580645161,-0.764861027,2.133640553,0.51795496,-0.888618381,-0.17850744,-0.136505699
18,4,-1.152647596,0,1,0,0,1.423027525,0.180645161,0.457361196,-0.00921659,-0.88204504,0.911381619,0.48450777,0.007302869
84,4.8,0.447352404,1,1,1,0,-0.255275008,1.780645161,-0.764861027,-2.00921659,1.51795496,-1.288618381,0.093086169,-0.587265075
9,3.2,-0.952647596,0,1,1,0,-1.060203139,-0.619354839,0.568472307,-0.00921659,-0.88204504,0.311381619,-0.232389966,-0.160030782
56,3.4,-0.552647596,0,1,1,0,0.872719517,0.180645161,-0.320416582,0.99078341,-0.28204504,0.711381619,-0.20842851,-0.266954174
38,4,1.247352404,0,1,1,1,1.924054219,0.980645161,-0.764861027,1.99078341,0.11795496,0.111381619,0.433127279,0.586183681
23,4.2,-1.152647596,0,1,1,0,1.532541556,-0.819354839,1.235138973,0.705069124,-1.28204504,1.311381619,1.602607486,0.503642953
4,0.4,-0.752647596,0,1,1,0,0.924738681,-2.619354839,0.124027862,0.562211982,-0.48204504,0.311381619,-0.646098256,0.185722839
90,2.2,-1.552647596,0,1,1,0,1.151980297,-1.419354839,0.457361196,1.276497696,-0.88204504,1.511381619,0.415119697,-0.16489584
2,3.6,-0.352647596,0,1,0,0,0.500371809,0.180645161,0.679583418,-0.723502304,-1.08204504,1.111381619,0.015734973,0.512417819
50,5,1.247352404,0,1,0,0,0.623575095,1.780645161,-0.764861027,2.133640553,0.51795496,0.111381619,0.141715589,0.472685727
76,4,0.647352404,1,1,1,0,0.878195218,1.180645161,-0.542638804,-1.580645161,0.31795496,-1.088618381,-0.406099088,0.017090419
50,4.6,0.647352404,0,1,1,0,0.730351276,0.780645161,-0.320416582,1.562211982,-0.28204504,-0.488618381,0.586573154,0.400207967
17,5,1.247352404,0,0,0,0,-1.347677472,1.780645161,-0.653749915,-2.00921659,1.51795496,-0.888618381,0.0075611,0.105078425
82,1.6,-0.352647596,0,1,0,0,-1.490045713,-1.419354839,-0.431527693,0.419354839,0.31795496,-0.088618381,-0.342387205,0.237999753
48,5,0.847352404,1,0,0,0,1.850132248,1.580645161,-0.542638804,2.419354839,0.51795496,0.311381619,0.158226316,0.218997772
61,0.4,-1.552647596,1,1,1,0,-0.778204508,-3.019354839,0.679583418,-0.294930876,-1.28204504,-0.088618381,-0.910923422,-0.960963997
79,2.4,-0.152647596,1,1,1,0,1.461357436,-1.019354839,1.235138973,0.705069124,-1.08204504,1.911381619,-0.19198983,0.56318346
6,2,-0.552647596,0,1,1,0,-0.761777403,-1.219354839,0.679583418,0.705069124,-1.08204504,0.111381619,-0.492033229,0.560783322
70,3.8,0.447352404,0,1,0,0,-1.104008752,0.380645161,0.124027862,-1.580645161,1.31795496,-1.088618381,-0.097088921,-0.390759673
26,3.2,0.247352404,1,1,1,0,-1.832277061,-0.419354839,-0.764861027,-0.723502304,0.51795496,-0.488618381,-0.203169065,0.111958095
35,3.2,1.247352404,1,1,1,0,-0.006130586,0.580645161,-0.764861027,1.99078341,0.51795496,-0.288618381,-0.652057892,0.30510852
36,5,1.247352404,0,0,0,1,0.505847511,1.580645161,-0.653749915,2.133640553,0.51795496,-0.288618381,0.355865419,0.923299107
51,4.8,1.047352404,0,1,0,0,-0.293604919,0.580645161,-0.653749915,1.276497696,-0.28204504,-0.288618381,0.72417666,0.390813959
3,2.6,-1.552647596,1,1,0,0,0.596196587,-0.619354839,1.012916751,-0.294930876,-1.08204504,0.511381619,-0.05055361,-0.420590059
26,4,0.647352404,1,1,0,0,-1.106746603,0.580645161,-0.09819436,-0.866359447,-0.08204504,-0.088618381,-0.067250297,0.857529122
50,2.6,-2.352647596,1,1,1,0,0.407284883,-0.019354839,0.012916751,1.276497696,-0.28204504,0.711381619,-0.90810493,-2.443604251
72,4.4,0.047352404,0,1,1,0,-0.775466657,-0.219354839,-0.09819436,-0.437788018,0.11795496,-0.088618381,0.831110636,-0.21699568
52,1.6,0.247352404,0,1,1,0,-0.490730175,-2.219354839,0.124027862,-0.00921659,-1.08204504,0.511381619,-0.125217253,0.506637445
38,3.8,1.047352404,0,1,1,1,1.105436833,0.980645161,-0.764861027,1.99078341,0.51795496,-0.088618381,0.155442588,0.096778369
9,3.4,-1.352647596,0,1,1,0,-1.276493351,-0.019354839,1.457361196,0.419354839,-1.88204504,1.711381619,-0.343947281,0.213197
90,2.8,0.247352404,1,1,1,0,1.354581255,-0.419354839,-0.320416582,-1.00921659,0.51795496,-0.088618381,-0.04725372,0.379932003
102,5,0.847352404,1,0,0,0,0.831651755,-0.219354839,-0.431527693,-1.866359447,1.11795496,1.111381619,1.145147112,0.38107634
53,2,-1.152647596,0,1,0,0,-0.044460497,-0.019354839,-0.431527693,0.847926267,-0.68204504,0.311381619,-0.900080164,-1.273296669
26,2,-0.552647596,0,1,1,0,-1.490045713,-1.219354839,-0.431527693,0.419354839,0.51795496,-0.288618381,-0.670116125,-0.517938724
81,1.6,-1.552647596,0,1,0,0,-0.947951257,-0.419354839,0.90180564,0.419354839,0.11795496,0.911381619,-1.060129705,-0.863188125
42,5,0.647352404,0,0,1,0,1.806326635,0.980645161,-0.542638804,2.133640553,0.31795496,0.311381619,0.148990353,-0.069155867
73,4,0.447352404,1,1,0,0,-0.29908062,0.780645161,0.012916751,-1.437788018,0.71795496,-0.088618381,0.201591977,0.287125167
35,3.6,1.247352404,1,0,1,0,-0.315507725,-0.019354839,-0.764861027,2.133640553,0.31795496,-0.288618381,-0.021093012,0.296649397
64,3.6,1.047352404,1,0,0,0,-1.355891024,-1.619354839,0.568472307,-0.580645161,-0.68204504,1.311381619,0.57157889,0.750602154
82,1.8,-1.952647596,1,1,0,0,-1.440764399,0.580645161,2.124027862,1.276497696,-1.08204504,1.311381619,-1.558602424,-0.537483157
82,1.8,-0.952647596,1,1,0,0,-0.466089518,-2.219354839,-0.209305471,-0.294930876,-0.28204504,0.511381619,0.462105016,0.106585598
68,4.4,1.247352404,1,0,1,0,0.086956341,-0.819354839,-0.320416582,0.99078341,-0.08204504,1.111381619,1.044364738,0.835892004
22,1.6,-0.752647596,0,1,1,0,1.450406033,-1.419354839,1.346250085,0.705069124,-1.48204504,1.511381619,-0.263381378,0.550172024
51,5,1.247352404,1,0,0,0,-0.545487191,0.580645161,-0.764861027,2.133640553,0.51795496,-0.288618381,0.485673936,-0.189221225
96,2.8,-1.352647596,1,1,0,0,-1.197095679,-1.219354839,0.235138973,-0.00921659,0.31795496,0.911381619,-0.147689467,-0.94062539
57,5,1.247352404,1,1,0,0,-1.372318129,1.780645161,-0.653749915,2.133640553,0.51795496,-0.288618381,-0.020376706,0.471894042
46,4.8,-0.352647596,1,1,0,0,-1.361366726,0.780645161,-0.209305471,1.99078341,-0.68204504,0.911381619,1.009741957,0.179929258
98,5,1.247352404,1,0,0,0,-0.356575487,1.380645161,-0.764861027,-1.294930876,1.51795496,-1.288618381,-0.009236709,0.020985604
51,4.8,1.047352404,0,0,0,0,-0.753563851,0.580645161,-0.653749915,1.419354839,0.11795496,-0.288618381,0.429725757,-0.050347105
5,2.8,-0.552647596,0,1,1,0,2.373061748,0.380645161,0.90180564,-0.152073733,0.11795496,0.511381619,-0.222443025,0.353773111
64,4.2,0.847352404,0,1,0,0,-1.531113475,-0.819354839,-0.431527693,1.705069124,0.51795496,1.111381619,0.777698814,-0.065969869
40,5,1.247352404,1,0,1,0,-0.238847903,1.780645161,-0.764861027,2.133640553,0.51795496,-0.288618381,0.107337351,0.398779338
50,3,0.247352404,0,1,1,0,0.609885841,-1.219354839,0.457361196,0.276497696,-1.28204504,0.911381619,0.623911543,1.012635869
103,4.2,-1.552647596,0,0,0,0,0.875457367,0.780645161,0.679583418,-0.437788018,-0.28204504,0.711381619,0.301676614,-0.78805577
74,5,1.047352404,0,1,0,0,-0.964378362,0.580645161,-0.764861027,-2.152073733,1.51795496,-1.288618381,1.276440511,0.610055905
78,1.8,-1.752647596,1,1,1,0,1.042466265,-2.819354839,-0.431527693,1.133640553,-1.68204504,-0.088618381,0.000160039,-0.622842005
46,2.6,0.447352404,1,0,0,0,-0.986281168,-0.819354839,-0.764861027,1.276497696,-0.28204504,-0.288618381,-0.283409546,0.522460974
43,3,-0.952647596,1,1,1,0,0.415498435,-0.619354839,0.346250085,-0.00921659,-1.48204504,0.511381619,-0.259506625,-0.110376377
67,5,1.247352404,0,0,1,0,0.875457367,1.580645161,-0.320416582,1.847926267,0.11795496,0.711381619,0.422321173,0.599877528
83,2,-0.352647596,0,1,0,0,-1.177930723,-1.619354839,-0.209305471,0.847926267,-0.88204504,0.711381619,0.291484433,0.859827004
94,4.2,0.047352404,1,1,0,0,-0.898669943,0.180645161,0.235138973,-1.723502304,0.31795496,0.111381619,0.785681102,0.025604883
1,5,1.247352404,1,1,0,0,1.51063875,1.580645161,-0.653749915,-2.152073733,1.51795496,-1.288618381,0.201801419,0.395229738
75,1,-1.352647596,0,1,1,0,-0.444186712,-2.419354839,0.012916751,1.133640553,-1.08204504,0.711381619,-0.029303295,0.299616264
17,2,-0.352647596,0,1,1,0,-1.388745234,-0.819354839,-0.431527693,-0.152073733,1.11795496,-0.088618381,-0.717995425,-0.728637732
29,2.4,0.047352404,1,1,1,0,-0.381216144,-2.219354839,-0.431527693,0.847926267,0.31795496,-0.488618381,0.327020588,0.449266704
95,1.6,-1.152647596,1,1,0,0,-1.082105945,-2.019354839,0.568472307,-1.152073733,0.31795496,-0.088618381,-0.604807141,-0.69627612
72,3.6,1.047352404,0,1,0,0,-0.832961524,0.580645161,-0.653749915,-1.152073733,-0.68204504,-0.688618381,-0.510023775,1.129139928
78,5,0.847352404,1,1,0,0,0.697497066,1.780645161,-0.542638804,-1.437788018,0.51795496,-1.088618381,-0.573266122,0.056867799
100,2.2,-0.152647596,0,1,0,0,-0.764515254,-1.019354839,0.124027862,1.276497696,-0.48204504,1.111381619,-0.069534589,0.222806955
26,2.6,-0.952647596,1,1,1,0,-1.317561113,-0.819354839,-0.320416582,0.276497696,-0.48204504,0.311381619,-0.347377371,-0.312190215
88,5,1.247352404,1,1,0,0,0.861768113,-0.219354839,0.235138973,0.276497696,0.31795496,-0.288618381,0.806135933,0.727194496
74,2.8,-0.752647596,0,1,1,1,-0.879504987,-0.219354839,-0.542638804,0.847926267,-0.28204504,0.711381619,0.121943006,0.328731283
43,4.2,-0.752647596,1,1,0,0,0.240275985,0.780645161,-0.209305471,1.276497696,-0.88204504,-0.288618381,-0.209732333,-0.550122786
1,2.4,-0.952647596,0,1,0,0,1.190310208,-0.219354839,0.012916751,-0.294930876,-0.28204504,0.511381619,-0.690276867,-0.196846206
36,2,-1.552647596,1,1,1,0,2.104752371,-1.219354839,0.457361196,-0.00921659,-1.48204504,-0.088618381,-0.286354012,-0.234425429
85,4.4,1.047352404,1,1,0,0,-1.051989587,0.780645161,-0.320416582,-1.866359447,1.51795496,-1.288618381,0.325061733,-0.153610079
42,3,0.047352404,1,1,1,0,1.439454629,-0.819354839,0.790694529,0.562211982,-0.08204504,0.311381619,-0.347735783,-0.149664268
77,3.2,0.047352404,0,1,1,0,0.957592891,-0.019354839,0.346250085,-0.580645161,0.31795496,1.711381619,-0.360272804,-0.18568896
27,2.8,0.047352404,0,1,1,0,-1.358628875,-0.819354839,-0.431527693,-0.152073733,0.31795496,0.111381619,0.049572925,0.139560592
6,2,-1.952647596,1,1,1,0,-0.12385817,-1.219354839,1.90180564,0.847926267,-2.08204504,1.311381619,-0.438608284,-0.11287309
90,2.2,-2.152647596,0,1,1,1,1.573609318,-1.219354839,2.346250085,1.562211982,-2.28204504,3.511381619,0.645156082,0.429980517
25,3.2,0.847352404,1,1,0,0,-1.665268163,-0.219354839,-0.542638804,-0.437788018,0.51795496,-0.288618381,0.038562096,0.46971553
107,4,-0.152647596,0,0,0,0,1.680385499,0.780645161,0.124027862,-0.580645161,-0.08204504,0.711381619,-0.239335855,-0.167064013
35,5,1.247352404,1,1,1,0,-0.151236678,1.780645161,-0.764861027,1.847926267,0.51795496,-0.288618381,0.239685739,0.202464524
84,3.8,-0.552647596,0,1,1,0,-0.000654885,1.780645161,-0.764861027,-1.723502304,1.51795496,-1.288618381,-0.787646962,-1.506574203
104,4.8,1.247352404,1,0,0,0,0.615361543,0.180645161,-0.542638804,-1.152073733,1.11795496,-0.688618381,0.130618931,0.177947389
96,2.2,-2.352647596,0,1,0,0,-1.109484453,-1.819354839,1.568472307,1.847926267,-1.88204504,1.511381619,0.092220256,-0.34718758
40,5,1.247352404,1,1,1,0,-0.676904029,1.780645161,-0.764861027,2.133640553,0.51795496,-0.288618381,0.326461318,0.57662538
69,3.8,1.247352404,0,1,0,0,-1.210784932,-0.619354839,-0.653749915,-0.580645161,0.91795496,-0.688618381,-0.053719094,0.246290508
79,5,0.647352404,1,1,1,0,2.112965923,1.580645161,-0.09819436,-1.866359447,0.71795496,0.111381619,0.214445526,-0.222347628
19,5,1.047352404,0,0,1,0,0.943903637,0.580645161,-0.542638804,-0.294930876,-0.08204504,-0.288618381,0.37597795,0.283248587
16,5,0.247352404,1,0,1,0,1.713239708,1.780645161,-0.764861027,-1.580645161,0.51795496,-0.488618381,-0.280921942,0.161470124
89,2.4,-1.152647596,0,1,0,0,0.98770925,-1.819354839,1.568472307,0.705069124,-1.48204504,1.911381619,0.871275139,0.34235069
74,3.8,0.647352404,0,1,0,0,-0.638574118,-0.219354839,-0.431527693,0.705069124,1.51795496,-0.888618381,0.713934829,0.311267931
69,3.6,0.847352404,1,1,0,0,-1.646103208,-1.619354839,-0.764861027,-0.152073733,0.71795496,-1.088618381,0.391856759,-0.087072626
67,2,-1.352647596,1,1,1,0,0.11981055,-1.219354839,0.012916751,0.133640553,-0.68204504,-0.088618381,-0.306838757,-1.257033503
8,2.8,-0.152647596,1,1,0,0,-1.706335925,-0.219354839,1.012916751,0.705069124,-0.68204504,0.911381619,-0.673630298,-0.219786124
51,3.4,0.447352404,1,0,1,0,-0.29634277,-0.419354839,-0.320416582,0.419354839,-1.08204504,0.111381619,-0.15819955,0.197931888
72,2.4,-0.952647596,1,1,1,0,-0.118382468,-0.819354839,1.457361196,0.99078341,-1.28204504,0.711381619,-0.618457778,-0.254274517
67,5,1.247352404,0,0,0,0,1.028777011,1.780645161,-0.542638804,2.276497696,-0.08204504,-0.488618381,0.264456551,0.524120287
63,1,-0.552647596,0,1,1,1,-0.189566589,-2.819354839,0.346250085,-1.437788018,-0.68204504,-0.488618381,-0.236226852,0.23969063
46,1.8,-0.952647596,0,1,1,1,-1.405172338,-0.619354839,0.124027862,0.276497696,-1.28204504,-0.088618381,-0.616968667,0.090811686
37,2.4,0.247352404,1,1,1,0,-1.733714433,-0.619354839,-0.431527693,1.705069124,0.11795496,0.511381619,-0.292764656,-0.131928008
95,2,-1.352647596,1,1,0,0,-1.791209299,-1.419354839,1.790694529,0.847926267,-1.48204504,1.711381619,-0.42331701,0.420500212
50,4.8,0.647352404,0,0,1,0,0.243013835,1.580645161,-0.209305471,1.562211982,0.11795496,0.311381619,-0.094552685,0.004502389
46,2.2,-1.152647596,1,1,1,0,-1.763830791,-1.019354839,0.012916751,1.419354839,-1.28204504,0.311381619,-0.183780996,-0.155735085
54,2.4,0.847352404,1,1,1,0,0.273130194,-1.219354839,-0.653749915,0.99078341,-0.08204504,-0.088618381,-0.796395516,-0.06379974
49,2.2,-1.552647596,0,1,1,0,1.658482692,-0.419354839,0.235138973,0.847926267,-0.88204504,0.511381619,-0.186831168,-0.439901457
16,5,-0.552647596,1,1,1,0,2.488051481,1.580645161,-0.431527693,-1.866359447,0.51795496,-1.088618381,0.115043986,-0.51377919
77,5,1.247352404,1,1,0,0,0.256703089,0.980645161,-0.764861027,-2.00921659,1.51795496,-1.088618381,0.336972647,-0.313735667
22,1.4,0.847352404,0,1,1,0,1.691336902,-0.619354839,-0.209305471,-1.152073733,0.91795496,-0.288618381,-1.381820017,0.327905763
76,4,-0.552647596,0,1,1,0,0.333362911,-0.219354839,-0.653749915,-1.294930876,0.11795496,-1.088618381,0.762403006,-0.863613904
45,3,-0.352647596,1,0,0,0,-1.65431676,-0.219354839,0.790694529,0.133640553,-0.08204504,0.111381619,0.313453739,-0.15234659
11,4.8,0.247352404,0,0,0,0,0.705710619,-0.019354839,-0.764861027,0.705069124,-0.28204504,-0.488618381,1.306167151,0.494060127
47,2.8,0.647352404,1,1,0,0,-1.577656938,-0.819354839,-0.764861027,0.276497696,-0.48204504,0.111381619,-0.206632078,0.444480211
7,1.4,-0.552647596,0,1,1,0,0.037675026,-1.419354839,0.235138973,0.847926267,-0.48204504,1.111381619,-0.775926092,0.126734179
60,4.4,1.047352404,1,1,1,0,-1.75835509,-0.819354839,-0.542638804,0.847926267,-0.08204504,-0.288618381,0.589277796,0.055882189
51,4.8,1.247352404,1,1,0,0,-0.167663783,0.980645161,-0.653749915,0.847926267,0.31795496,-0.288618381,0.246898322,0.100983035
25,3.8,0.847352404,0,1,1,0,-1.553016281,0.380645161,-0.320416582,-1.294930876,0.91795496,-0.888618381,0.249446993,0.184175656
77,1.6,-0.552647596,0,1,0,0,1.737880365,-1.619354839,0.012916751,0.562211982,-0.48204504,1.111381619,-0.657484218,-0.243664043
80,4.4,-0.152647596,0,0,0,0,1.809064486,-0.019354839,0.346250085,0.847926267,-0.08204504,0.711381619,1.29090635,0.051564247
36,2.4,-0.752647596,0,1,0,0,0.692021365,-0.819354839,-0.431527693,-0.152073733,-0.68204504,0.511381619,-0.218723174,0.164305002
13,4.6,-0.352647596,0,0,0,0,-0.594768505,1.380645161,0.012916751,0.276497696,1.11795496,-0.488618381,0.198686966,-1.146443123
4,4.6,-0.152647596,0,1,1,0,-0.534535788,1.580645161,0.012916751,-2.00921659,0.91795496,-0.088618381,0.161591215,-0.506314799
69,5,1.247352404,0,1,1,1,-1.254590545,1.180645161,-0.653749915,-1.152073733,1.11795496,-1.088618381,-0.069308531,-0.029985569
70,5,1.247352404,1,1,1,0,-1.473618608,0.580645161,-0.653749915,-1.723502304,1.31795496,-1.088618381,0.843090197,0.322641583
27,4.4,1.047352404,1,1,0,0,-1.251852694,0.380645161,-0.542638804,-2.152073733,0.71795496,-0.288618381,0.562613154,0.652480807
11,3.4,-1.152647596,0,1,1,0,0.434663391,0.980645161,-0.764861027,-0.866359447,-0.48204504,-0.688618381,-0.598576327,-0.685179552
89,2.4,0.247352404,0,1,1,0,0.982233548,-0.819354839,-0.542638804,-0.00921659,0.31795496,-0.888618381,-0.138245879,0.142556853
54,5,1.247352404,1,1,1,0,0.579769482,1.780645161,-0.653749915,2.133640553,0.31795496,-0.088618381,-0.482011449,-0.181269733
9,3.2,-2.352647596,1,1,0,0,-0.950689108,-1.219354839,1.679583418,1.133640553,-1.28204504,1.511381619,0.178388869,-1.190442001
13,3.8,1.247352404,1,1,0,0,-0.665952626,1.380645161,-0.764861027,-2.00921659,1.51795496,-1.288618381,-0.554995442,0.209333021
50,5,1.247352404,1,0,0,0,0.566080228,1.380645161,-0.764861027,2.133640553,0.51795496,-0.288618381,0.089364875,0.186958799
28,1.8,-1.552647596,0,1,1,0,0.043150728,-1.819354839,2.235138973,1.705069124,-1.48204504,1.111381619,0.242236663,0.108854944
58,4.6,0.847352404,0,1,1,0,-0.203255843,0.380645161,-0.653749915,1.562211982,0.51795496,0.111381619,0.940946884,-0.170176593
68,4.4,1.047352404,1,1,0,0,0.659167155,1.780645161,-0.542638804,2.133640553,0.51795496,-0.088618381,-0.758792282,0.027815106
17,1.2,-0.552647596,0,1,1,0,-1.832277061,-2.219354839,-0.209305471,1.847926267,-0.08204504,0.111381619,-0.325965795,-0.04383168
77,2.6,1.047352404,1,1,1,0,0.11981055,-0.219354839,-0.542638804,-0.152073733,0.71795496,-0.888618381,-1.045125772,0.118599813
1,1.6,-1.752647596,0,1,1,0,1.869297203,-2.019354839,1.679583418,1.562211982,-1.68204504,1.111381619,0.083725674,0.131002289
10,4.8,0.647352404,0,1,0,0,-1.438026548,0.980645161,-0.431527693,-0.866359447,0.11795496,-0.688618381,0.279423494,0.401397058
49,2.6,-2.152647596,1,0,0,0,1.472308839,0.980645161,-0.320416582,0.562211982,-0.88204504,-0.488618381,-1.224485184,-1.576278978
91,5,0.647352404,0,1,0,0,2.036306101,1.780645161,0.235138973,-1.152073733,0.51795496,0.311381619,0.512394427,-0.12217205
16,3.8,0.047352404,0,0,1,0,1.978811235,-0.819354839,-0.653749915,-0.866359447,0.91795496,-1.288618381,0.533915203,-0.105562937
82,4.2,0.447352404,0,0,0,0,-0.953426958,1.780645161,-0.431527693,-1.866359447,0.71795496,-1.088618381,-0.445270394,0.214661307
86,2.4,-1.552647596,0,1,0,0,-1.350415323,-1.019354839,0.679583418,0.847926267,-0.88204504,0.511381619,-0.603409558,-0.641788223
21,5,1.247352404,1,1,1,0,0.826176053,0.180645161,-0.764861027,-1.580645161,1.51795496,-0.288618381,1.125267901,0.083365885
88,4,-1.352647596,0,1,1,0,0.180043267,-1.019354839,1.90180564,2.133640553,-0.68204504,1.911381619,0.678986185,-0.790445853
45,2.6,-1.352647596,0,0,0,1,-1.218998485,1.780645161,-0.653749915,0.276497696,-1.68204504,-0.488618381,-1.133148142,-0.268816207
10,4.8,1.047352404,0,1,1,0,-1.229949888,1.380645161,-0.542638804,-1.723502304,1.31795496,-1.288618381,-0.157251472,-0.053634431
16,5,0.647352404,0,0,0,0,1.277921433,1.780645161,-0.209305471,-1.580645161,1.31795496,-1.088618381,-0.304025072,0.033344105
28,2.4,-1.752647596,1,1,1,0,-0.835699375,-0.419354839,0.90180564,0.133640553,-1.88204504,0.511381619,-0.324888728,-0.116793715
98,3.4,0.247352404,0,1,1,1,-0.12385817,0.180645161,-0.431527693,-0.152073733,1.51795496,-0.688618381,-0.162357322,-0.481604006
53,3.2,0.247352404,1,1,1,0,-0.066363303,1.580645161,-0.764861027,1.847926267,-0.28204504,-0.488618381,-1.057493648,-0.452968318
44,1.6,-1.152647596,0,1,1,0,0.648215752,-1.419354839,1.90180564,0.276497696,-1.68204504,1.311381619,-0.43933415,-0.034854225
75,2.2,-0.552647596,1,1,0,0,-0.808320867,-2.219354839,0.457361196,1.705069124,-1.08204504,-0.288618381,0.868394789,0.838163243
54,4.8,0.647352404,0,1,1,0,0.423711987,-0.419354839,0.012916751,1.705069124,-0.68204504,0.111381619,1.193421881,0.151646453
106,1.4,-0.352647596,0,1,1,1,2.682438887,-2.219354839,0.346250085,0.847926267,-1.28204504,0.511381619,0.136713841,0.884246976
36,5,1.247352404,0,0,1,0,0.757729783,0.380645161,-0.764861027,1.705069124,0.31795496,-0.488618381,1.134601166,1.102334278
37,1.6,-0.752647596,0,1,1,0,-1.147814364,-0.819354839,0.012916751,-0.00921659,-1.28204504,-0.488618381,-0.683275843,-0.266639629
107,4,0.647352404,1,0,1,0,1.995238339,0.980645161,-0.209305471,-1.294930876,0.51795496,-1.088618381,-0.586352069,-0.075401128
84,2,-1.552647596,0,1,1,0,-0.589292804,-1.619354839,2.568472307,1.847926267,-1.68204504,3.311381619,0.435432276,0.419867895
51,4.4,1.247352404,0,1,0,0,-0.008868437,0.180645161,-0.764861027,2.276497696,0.51795496,-0.288618381,0.548228206,0.111798568
95,3.2,-0.952647596,1,0,0,0,-1.55027843,-0.419354839,0.457361196,-0.00921659,-0.28204504,0.711381619,-0.365273961,-0.337599273
55,1,-1.552647596,0,1,1,1,-1.229949888,-2.219354839,1.457361196,-0.152073733,-1.68204504,1.911381619,0.445935467,0.138745178
